SheetID,BasisWeight,Caliper,Brightness,Opacity
1,82.48357076505616,0.07876943886924379,91.78893680174141,92.51301496723379
2,79.30867849414408,0.09369032015851962,92.80392263184117,93.31945687940909
3,83.23844269050346,0.09485928225209847,95.41525621587638,97.24188081536978
4,87.61514928204012,0.08796584096167573,95.26901026017451,96.8311107963004
5,78.82923312638331,0.09758071432500987,83.11165316021454,94.93729521810755
6,78.8293152152541,0.10606076285221808,85.31087480042439,95.35198214992634
7,87.89606407753696,0.12829278851815795,92.5751763360433,98.83299468736527
8,83.83717364576455,0.10261866719247759,92.56892975456104,93.2252858334925
9,77.65262807032524,0.10386325586084147,92.57523843153024,96.64129214351011
10,82.71280021792982,0.0988833112635075,105.0,94.39342204269832
11,77.68291153593769,0.07121843177051439,92.85445255346583,94.34695639031834
12,77.67135123214871,0.09960229186826175,95.677828200903,98.29633055596157
13,81.20981135783018,0.1009034531491154,94.770008817466,97.47624904696409
14,70.43359877671101,0.1369486316872793,93.256956256529,97.44052890800191
15,71.37541083743484,0.09711458552828317,88.42365377679828,98.91643642146299
16,77.18856235379513,0.1045232101350042,93.79484610246634,95.06301152489827
17,74.93584439832789,0.09947932345442136,86.13587392731215,97.04585891388489
18,81.57123666297637,0.08246982943570702,88.81590696629996,94.06919973021964
19,75.45987962239394,0.11714234221772532,87.57318226085448,95.97249905746533
20,72.93848149332354,0.11127899549030162,90.40937069693162,94.60957083689695
21,87.32824384460777,0.11186547920564571,101.57329283336755,95.29098789497816
22,78.87111849756732,0.08635918817807892,80.66367403704126,96.78547107631074
23,80.33764102343962,0.12104191466404149,93.43130095187257,92.54533795029958
24,72.87625906893271,0.07897223405811579,81.93642064405174,101.27716182705637
25,77.27808637737408,0.10880285640700406,87.64034067105283,91.98194785550089
26,80.55461294854933,0.13285683438714968,95.44475298483682,91.3574341616368
27,74.24503211288848,0.08514195512303968,90.32140009547732,98.4743326205002
28,81.87849009172837,0.09150553405595843,84.61127611035347,97.3749880818888
29,76.99680655040598,0.10149477047631462,86.42348145370016,96.87235945115647
30,78.54153125103362,0.09244786518825701,93.39798874467338,96.88503652779283
31,76.99146693885301,0.07674004853400801,86.34816684141431,94.96325968145926
32,89.26139092254469,0.10102844462209042,91.08229294790988,92.3082368855425
33,79.93251387631032,0.08406544429410844,90.22785919951907,95.22741367458119
34,74.71144535522049,0.10710388645952773,86.74199826197092,92.96851486546366
35,84.11272456051594,0.08620863648649296,100.71972044662662,97.92535920025325
36,73.89578175014489,0.12324901607526309,93.16959511159006,94.55882785549359
37,81.04431797502377,0.08825120061495645,79.87428706671196,92.52350840962247
38,70.20164938060113,0.09516907725691487,90.93227157384713,94.03584247504102
39,73.35906975550785,0.11220275826054506,86.69106767615806,96.23879436282687
40,80.98430617934562,0.08153703525349068,94.26216667398111,93.30882634158807
41,83.69233289997705,0.10341189901906195,86.0373963078365,92.5333388133007
42,80.85684140594985,0.11960714131423643,89.4263177926655,95.73106163447574
43,79.4217585880588,0.0758877514815816,92.52493639490228,95.73489971332617
44,78.49448152205356,0.10276950787798457,94.32877597085061,93.47917047388661
45,72.60739004816287,0.10389824191372636,83.99851796472112,93.58688508314503
46,76.40077895802645,0.11172734307665966,88.32749382079525,95.6961498120729
47,77.69680614520107,0.08144573933682878,87.62527344419522,90.65574697550802
48,85.28561113109458,0.08019315080373586,86.73335383713145,90.77760867687033
49,81.71809144784231,0.10782912348425347,98.82727120140548,92.8446673362427
50,71.18479922318633,0.1044547700984978,92.02490855480478,94.35965854486446
51,81.62041984697397,0.10375739275518815,83.69558022832477,95.93272269679402
52,78.07458859791842,0.10519672314245464,94.58930973527389,99.42606865084866
53,76.6153899984702,0.08979962917632264,100.61078098506317,97.57297886960606
54,83.05838144420434,0.10348380545741506,95.16232630275573,94.52018441010972
55,85.15499761247976,0.10439608709948023,82.40315017022994,94.94295137629193
56,84.65640059558099,0.0892847287296045,87.57882963566874,91.99241190608657
57,75.80391238388681,0.12798661766717134,96.33455574593312,94.94446059202284
58,78.45393812074393,0.10710749381367682,86.4616526719061,94.13402408323958
59,81.65631715701782,0.08213044754196028,92.21909714073114,95.96815568101427
60,84.8777256356118,0.10984830412950745,93.87317026714669,92.51830716934303
61,77.60412881077355,0.08537977494659019,85.36534764210958,96.55803954272352
62,79.07170511668092,0.11180626905613679,89.702373219691,99.59821673900774
63,74.46832512996986,0.11737893368511107,73.79366329965464,94.67371955462943
64,74.01896687959665,0.08768976522472435,84.87806179332856,96.20513516629683
65,84.06262911197099,0.11445064193866483,88.7371592430342,97.07043197513333
66,86.78120014285412,0.10619171390404748,83.76108409017576,93.7963385843425
67,79.63994939209833,0.11233090239991736,98.16205651965818,95.67227744543125
68,85.01766448946012,0.12845189473980922,82.84929311019684,95.03777720234538
69,81.80818012523817,0.09631917825995695,87.79977756651508,95.2930282956465
70,76.77440122697438,0.08869395753463766,90.65370288643045,92.6809706484336
71,81.80697802754207,0.08665728355561715,97.20636644533057,95.07353052277684
72,87.69018283232984,0.08776284572551843,82.82068924410281,96.49399487373636
73,79.82086980445024,0.09884347435878844,95.8158187607748,99.35343082338512
74,87.82321827907003,0.10511727962224966,90.05116530509794,97.87781247825562
75,66.90127447955128,0.10415036198995029,85.09245674476024,101.45954737253467
76,84.10951252187611,0.11240774873554037,92.31051737131635,92.69795731133586
77,80.43523534119086,0.10019502837816861,90.99529847786735,97.61696191016203
78,78.50496324767066,0.12180301115735975,86.99891561420603,95.55002601721506
79,80.45880388267751,0.09603014750143066,90.3490104249501,101.56940879965302
80,70.06215542699553,0.14,88.0734320156912,92.57510514393455
81,78.90164056081244,0.10938501021647509,90.56758672625624,92.48083447345768
82,81.78556285755873,0.08714263665375577,93.31065337260523,93.20182206366793
83,87.38947022370758,0.08393661252908333,97.93008408072676,88.62831282707057
84,77.40864890863176,0.10723708622864779,83.81092250586576,93.42273493495772
85,75.95753198553406,0.09664805822011224,100.66516687328134,92.72260201533891
86,77.49121478207732,0.11071000741138139,80.23956100238749,95.45118135942862
87,84.57701058851038,0.10709856436860318,89.24107452482208,96.02526792733148
88,81.64375554829843,0.09890756631014691,92.94158603242288,100.62851251764766
89,77.3511989811648,0.08729809422897393,91.40495933867517,97.85127151455815
90,82.56633716556678,0.07727729162971203,86.88650240089703,93.2692890330128
91,80.4853877467402,0.09330227571899469,88.95938874821363,92.30475598595493
92,84.84322495266444,0.1128459819148521,87.53499532670584,96.47575751451951
93,76.48973453061323,0.10321140616195307,87.05317621527894,91.03930037893808
94,78.36168926701116,0.0813139183193202,94.24801048510513,100.49437629756306
95,78.0394592343392,0.10259771388776774,91.78507742982524,98.53832036216386
96,72.68242525933941,0.10577976069593256,86.53545202369673,93.59247304368589
97,81.48060138532288,0.086742138456983,94.49799937716625,89.86059641272738
98,81.30527636089944,0.10230587658918293,91.53649760438304,99.06161712249624
99,80.02556728321231,0.10087313077669001,94.06431059419481,94.65638046424215
100,78.82706433312427,0.08285544553254066,93.14814420961807,98.71344893592038
