material_id,fiber_length,moisture_content,measurement_unit,timestamp
D,22.364206560854093,,inches,2024-01-01 00:00:00
B,30.569275922130217,10.571582447834944,mm,2024-01-01 01:00:00
A,,11.924524720631,inches,2024-01-01 02:00:00
C,23.75109875875187,11.273517097255455,mm,2024-01-01 03:00:00
D,27.747956891599326,,cm,2024-01-01 04:00:00
C,27.608537436670797,12.018527480964268,cm,2024-01-01 05:00:00
D,17.382839393823826,8.047021711160447,mm,2024-01-01 06:00:00
A,25.41332025726011,10.147271019471697,mm,2024-01-01 07:00:00
D,22.8112786023247,11.913504457209779,inches,2024-01-01 08:00:00
C,32.884748160811874,14.159330020616945,cm,2024-01-01 09:00:00
B,34.517456750731846,13.708307655705566,cm,2024-01-01 10:00:00
D,25.141896166304075,13.638955918934988,inches,2024-01-01 11:00:00
D,24.14170069868995,14.332297654329615,inches,2024-01-01 12:00:00
B,34.34095149015151,10.252726491615208,cm,2024-01-01 13:00:00
D,,11.450783465787193,cm,2024-01-01 14:00:00
D,27.61129437060615,11.530645696223608,mm,2024-01-01 15:00:00
D,,13.567886053393147,mm,2024-01-01 16:00:00
C,212.0798251032322,9.763198627273413,mm,2024-01-01 17:00:00
A,25.853379363458146,13.47025971061424,cm,2024-01-01 18:00:00
A,26.747945783396368,12.675020545615926,cm,2024-01-01 19:00:00
A,30.110525295904615,14.057375826004959,cm,2024-01-01 20:00:00
B,25.231695551658152,10.206484817629425,cm,2024-01-01 21:00:00
D,355.47576275344346,9.485025968203768,inches,2024-01-01 22:00:00
D,32.681801461320156,11.816434420675781,mm,2024-01-01 23:00:00
C,28.483991900186908,12.310483443170522,cm,2024-01-02 00:00:00
A,24.133657586558037,14.561069710893577,inches,2024-01-02 01:00:00
C,,14.002786164578303,inches,2024-01-02 02:00:00
D,22.01388605149376,11.146013349263104,mm,2024-01-02 03:00:00
D,29.371067234128766,14.883032342979776,cm,2024-01-02 04:00:00
D,234.05796972587962,14.738557739779692,inches,2024-01-02 05:00:00
C,25.267120736831046,11.345347525058427,mm,2024-01-02 06:00:00
C,13.615712420030416,15.012793756273219,inches,2024-01-02 07:00:00
B,25.9762710686245,11.335247787990875,mm,2024-01-02 08:00:00
C,25.63005172724591,14.013670958897068,cm,2024-01-02 09:00:00
A,23.36712496243491,8.263895355903482,cm,2024-01-02 10:00:00
D,31.03848915547591,10.202971081548947,cm,2024-01-02 11:00:00
D,17.730045118988556,7.281415951607475,mm,2024-01-02 12:00:00
B,31.017014890793,14.68784664239705,inches,2024-01-02 13:00:00
A,27.08580108630641,13.320977962131645,inches,2024-01-02 14:00:00
A,24.46640742787359,,inches,2024-01-02 15:00:00
C,26.880560117544828,9.890450690390068,mm,2024-01-02 16:00:00
C,25.603847787084234,14.60206679228797,cm,2024-01-02 17:00:00
D,21.973274284782434,8.414437018277313,mm,2024-01-02 18:00:00
D,28.394008532504863,,mm,2024-01-02 19:00:00
B,26.17927490908411,13.000926361732281,inches,2024-01-02 20:00:00
D,29.834605638079836,11.2411734478715,inches,2024-01-02 21:00:00
C,25.829134599148578,10.702349605403997,cm,2024-01-02 22:00:00
A,32.3815346487235,11.241245434138449,cm,2024-01-02 23:00:00
A,25.36340705930229,11.56258932937606,cm,2024-01-03 00:00:00
C,27.270474644974627,10.930698416984493,cm,2024-01-03 01:00:00
A,12.10721510801207,10.962108342417991,mm,2024-01-03 02:00:00
C,,14.937686467399788,cm,2024-01-03 03:00:00
A,20.566234349222874,10.37020722371391,cm,2024-01-03 04:00:00
C,26.11546362918133,13.818981079927338,inches,2024-01-03 05:00:00
D,18.78986175117479,11.784098034361561,mm,2024-01-03 06:00:00
D,22.128839772969414,,inches,2024-01-03 07:00:00
B,27.743386207604537,9.822788500672281,mm,2024-01-03 08:00:00
D,27.826092008641524,12.613871271640878,inches,2024-01-03 09:00:00
D,29.708443042526817,11.391864786774198,mm,2024-01-03 10:00:00
C,,,mm,2024-01-03 11:00:00
A,27.499755332744975,11.8268602158331,mm,2024-01-03 12:00:00
C,26.468308823752633,10.931902131960749,mm,2024-01-03 13:00:00
B,25.666772236545366,10.398046278289234,mm,2024-01-03 14:00:00
C,31.179236782893298,14.448222281654854,mm,2024-01-03 15:00:00
D,20.30742050145843,14.565779603362312,inches,2024-01-03 16:00:00
B,16.839325098134214,14.74715643288721,inches,2024-01-03 17:00:00
B,26.282610946259666,13.450338006518002,inches,2024-01-03 18:00:00
A,24.345650021495793,10.395246541290481,cm,2024-01-03 19:00:00
D,,9.424620269208283,cm,2024-01-03 20:00:00
B,24.398759023182894,11.635381929087252,cm,2024-01-03 21:00:00
C,30.22762263217242,13.727264663236358,inches,2024-01-03 22:00:00
A,,10.124561792172027,cm,2024-01-03 23:00:00
C,25.777519595972834,8.899095791176594,mm,2024-01-04 00:00:00
B,32.42530436881391,9.01914418866165,cm,2024-01-04 01:00:00
B,23.024022989529534,10.505494737301179,mm,2024-01-04 02:00:00
B,28.253156456319417,,cm,2024-01-04 03:00:00
B,25.089316760980306,15.32394188059207,mm,2024-01-04 04:00:00
C,19.14434506770592,10.847091612888477,cm,2024-01-04 05:00:00
A,20.209023313899593,11.189270991126783,mm,2024-01-04 06:00:00
C,22.664655808566994,13.909952220895075,inches,2024-01-04 07:00:00
C,27.788605073973212,,mm,2024-01-04 08:00:00
D,22.673853330802867,9.63344902997196,inches,2024-01-04 09:00:00
A,24.786069581450377,,inches,2024-01-04 10:00:00
D,25.10510123638653,11.727885849631932,inches,2024-01-04 11:00:00
A,17.719915352240637,12.108621085971329,cm,2024-01-04 12:00:00
C,,9.823740578657942,inches,2024-01-04 13:00:00
C,25.98252327832661,10.237945532742868,mm,2024-01-04 14:00:00
A,31.699311071382265,13.424564853217616,mm,2024-01-04 15:00:00
A,24.19652992398147,14.349014288204224,inches,2024-01-04 16:00:00
C,28.194629297639555,8.453384515503224,mm,2024-01-04 17:00:00
