material_id,fiber_length,moisture_content,measurement_unit,timestamp
A,26.14740906136901,13.56672094898487,inches,2024-01-01 00:00:00
B,26.368038110277656,9.926815881053637,inches,2024-01-01 01:00:00
D,21.666079976279367,14.347254500087567,inches,2024-01-01 02:00:00
A,24.01210407512202,10.928888648444374,mm,2024-01-01 03:00:00
A,27.430106254530795,13.440092642811317,inches,2024-01-01 04:00:00
A,29.30229007486132,15.084974622490838,mm,2024-01-01 05:00:00
B,14.72836552073409,11.363010529908342,mm,2024-01-01 06:00:00
B,20.96329547502819,,inches,2024-01-01 07:00:00
D,10.521170232819482,,mm,2024-01-01 08:00:00
C,30.46152322437946,13.222268990239483,mm,2024-01-01 09:00:00
D,22.053328581815588,10.98558240330358,inches,2024-01-01 10:00:00
B,29.94592099270706,14.50268576788223,mm,2024-01-01 11:00:00
B,24.809571163899104,10.211397064117625,mm,2024-01-01 12:00:00
C,31.11341155268442,11.582341118408516,inches,2024-01-01 13:00:00
B,31.4307813602271,14.26466739815521,inches,2024-01-01 14:00:00
D,25.791101398101688,11.610032091598482,mm,2024-01-01 15:00:00
C,19.231887260904823,9.887974830932269,mm,2024-01-01 16:00:00
A,,11.47373339101486,cm,2024-01-01 17:00:00
A,29.712515233680463,14.408946408543851,mm,2024-01-01 18:00:00
A,21.964928602432366,,cm,2024-01-01 19:00:00
B,227.0438369885794,9.540937525506685,inches,2024-01-01 20:00:00
D,24.914979044926927,6.606192064585517,inches,2024-01-01 21:00:00
C,29.230060795738552,7.4256538948587645,inches,2024-01-01 22:00:00
A,25.05640409877165,12.566429558244343,inches,2024-01-01 23:00:00
C,20.958099901786035,13.609747707295536,cm,2024-01-02 00:00:00
B,22.22157226898677,10.737131076570066,mm,2024-01-02 01:00:00
C,,11.468691342445776,cm,2024-01-02 02:00:00
C,26.602004996217644,13.532815874695856,mm,2024-01-02 03:00:00
C,26.25694101394849,11.30117804335078,inches,2024-01-02 04:00:00
C,21.858119807323643,13.384376541858844,mm,2024-01-02 05:00:00
D,19.281725184230165,10.164831453013992,mm,2024-01-02 06:00:00
A,,10.617351110947306,inches,2024-01-02 07:00:00
B,12.195994690323689,9.975966229519724,inches,2024-01-02 08:00:00
D,29.44167942718549,11.568700208254198,cm,2024-01-02 09:00:00
C,26.41462655149727,11.961289508449191,cm,2024-01-02 10:00:00
B,31.345962228218955,12.287085073411099,cm,2024-01-02 11:00:00
A,,12.458551983559829,inches,2024-01-02 12:00:00
C,26.35188451675267,12.111705243264732,cm,2024-01-02 13:00:00
B,31.030916145919107,11.199320928068165,mm,2024-01-02 14:00:00
B,,,mm,2024-01-02 15:00:00
C,25.88298084658459,,cm,2024-01-02 16:00:00
A,262.25277514067955,11.067186023798698,mm,2024-01-02 17:00:00
D,,14.705975232185033,cm,2024-01-02 18:00:00
C,23.22137526569461,15.472544463434051,mm,2024-01-02 19:00:00
D,31.35852050553142,12.316902698598575,cm,2024-01-02 20:00:00
A,25.879715910696298,11.838389514381735,cm,2024-01-02 21:00:00
D,21.46268190416733,11.273250098877261,mm,2024-01-02 22:00:00
B,21.829534760917827,11.61756391336282,inches,2024-01-02 23:00:00
D,,,inches,2024-01-03 00:00:00
D,18.1945494920735,10.916717400028896,cm,2024-01-03 01:00:00
A,18.49887330775652,9.658062861579676,mm,2024-01-03 02:00:00
B,25.050205662499767,12.844975077526744,mm,2024-01-03 03:00:00
A,19.731562891666044,10.521780586253644,cm,2024-01-03 04:00:00
C,20.40607928032734,14.67943685695976,mm,2024-01-03 05:00:00
B,25.04260355565258,13.348938090378551,cm,2024-01-03 06:00:00
B,300.6352776805186,13.272778672464472,mm,2024-01-03 07:00:00
D,15.643987654476817,14.5976749764018,mm,2024-01-03 08:00:00
C,29.288959639911216,13.338532976875875,mm,2024-01-03 09:00:00
A,,,mm,2024-01-03 10:00:00
A,26.348671229621434,14.492613906633677,mm,2024-01-03 11:00:00
D,20.439684071258984,13.077671618755708,cm,2024-01-03 12:00:00
C,20.641435907707457,10.71279744581512,mm,2024-01-03 13:00:00
A,20.277053053880167,13.697863728418396,cm,2024-01-03 14:00:00
A,20.75075908161144,8.485407740433468,mm,2024-01-03 15:00:00
B,28.39065503538287,12.009127719453975,cm,2024-01-03 16:00:00
C,14.620939802667168,10.104438534448997,mm,2024-01-03 17:00:00
A,19.524676612817554,12.982820990581448,mm,2024-01-03 18:00:00
D,24.878996756385696,13.750515530134821,mm,2024-01-03 19:00:00
B,23.154771988244914,12.188932896201763,mm,2024-01-03 20:00:00
A,27.359289042821754,9.886318326227858,inches,2024-01-03 21:00:00
A,342.34992296339794,12.727127566299846,mm,2024-01-03 22:00:00
D,23.694029530059698,14.134370358167017,inches,2024-01-03 23:00:00
B,31.392599974939998,,cm,2024-01-04 00:00:00
B,19.801635596804548,,cm,2024-01-04 01:00:00
C,28.66055565160533,12.702166246708794,cm,2024-01-04 02:00:00
B,27.8681667212451,12.845032918155809,cm,2024-01-04 03:00:00
B,27.87968986114868,12.627351493700328,cm,2024-01-04 04:00:00
B,15.919083730038645,10.851612373934588,cm,2024-01-04 05:00:00
